drug1,drug2,3pathssGSEA_sim,SMILES_sim,PPI_sim
CH5424802,ZG-10,0.541653212,0.284,NA
AS601245,AZD7762,0.541648375,0.159722222,NA
DMOG,Roscovitine,0.541529382,0.089285714,1.1485E-133
PLX4720,VX-680,0.541463749,0.182795699,2.6734E-73
KIN001-270,Temozolomide,0.541417845,0.213768116,1.80132E-75
AP-24534,CP466722,0.541405537,0.225,4.35109E-68
AR-42,SB52334,0.541403071,0.197740113,NA
BMS-536924,GSK-650394,0.541326349,0.184615385,1.97539E-72
17-AAG,FR-180204,0.54131834,0.092198582,1.7045E-131
GSK269962A,Vismodegib,0.541308211,0.27972028,6.2706E-132
A-770041,Nilotinib,0.541307648,0.341176471,1.97539E-72
Bicalutamide,QL-XII-47,0.541281869,0.26122449,6.2706E-132
ATRA,NVP-BHG712,0.541256906,0.051724138,1.60068E-68
Nutlin-3a,OSI-930,0.541228061,0.218978102,1.18275E-67
Erlotinib,JNK Inhibitor VIII,0.541213166,0.304545455,0.9
CUDC-101,PF-4708671,0.541209211,0.306220096,7.96929E-70
EHT 1864,GW843682X,0.54120702,0.219047619,3.21504E-67
Erlotinib,IOX2,0.541205941,0.179372197,6.45759E-66
QL-XII-47,QS11,0.541172073,0.271317829,1.7045E-131
PD-0332991,XMD13-2,0.541153758,NA,NA
Tubastatin A,XAV 939,0.54114774,0.233716475,7.45737E-83
Docetaxel,S-Trityl-L-cysteine,0.541098423,0.173913043,1.64259E-78
Afatinib,Nutlin-3a,0.541064679,0.221088435,1.64259E-78
BMS-536924,JNJ-26854165,0.541052261,0.247787611,2.6734E-73
PD-0325901,YM201636,0.541036332,0.162162162,1.64259E-78
PD-0325901,PF-562271,0.541023806,0.212686567,0.9
LAQ824,THZ-2-102-1,0.540941121,NA,8.4863E-133
SN-38,XAV 939,0.54093461,0.259365994,1.00924E-83
HG-5-88-01,TGX221,0.540916075,NA,1.07853E-70
AMG-706,MP470,0.540906115,0.263157895,0.9
JNK-9L,Y-39983,0.540803339,0.226086957,NA
SGC0946,XL-184,0.540755285,0.239852399,8.73939E-67
AZD6482,WZ3105,0.540744041,NA,8.73939E-67
Crizotinib,XAV 939,0.540741749,0.156862745,7.96929E-70
QS11,SB590885,0.540688999,0.260377358,6.2706E-132
BMS-536924,VX-680,0.540647122,0.198697068,0.9
Mitomycin C,XMD15-27,0.540625099,NA,NA
BMS-536924,Tamoxifen,0.540624481,0.206278027,0.9
Thapsigargin,ZSTK474,0.540606325,0.102564103,7.96929E-70
JW-7-24-1,KIN001-260,0.540571353,NA,NA
ATRA,PLX4720,0.54053223,0.058823529,2.37561E-66
5-Fluorouracil,XL-184,0.540484686,0.132450331,6.45759E-66
Elesclomol,Erlotinib,0.540480138,0.152046784,1.68561E-88
Lenalidomide,LY317615,0.540432165,0.269767442,1.8485E-85
BX-912,NU-7441,0.5403558,0.15658363,1.45963E-71
AS605240,MG-132,0.540346268,0.169491525,2.43783E-76
AZD8055,rTRAIL,0.540297844,NA,NA
Nutlin-3a,PF-562271,0.540270623,0.246835443,6.45759E-66
Cisplatin,TAK-715,0.5402579,0.005128205,0.9
CH5424802,LFM-A13,0.540180395,0.201923077,1.40163E-94
MLN4924,YK 4-279,0.540159595,0.259259259,NA
Temsirolimus,UNC1215,0.540156025,0.210784314,1.7045E-131
CCT018159,I-BET,0.54010839,0.205696203,3.21504E-67
CGP-082996,QS11,0.540088508,0.264317181,8.4863E-133
BMS-509744,VX-11e,0.540005964,0.217252396,2.08021E-92
NG-25,PI-103,0.53992534,0.311023622,6.45759E-66
Doxorubicin,Salubrinal,0.539876034,0.151291513,6.45759E-66
17-AAG,CP466722,0.539799331,0.127659574,8.4863E-133
BMN-673,XMD15-27,0.539798289,NA,NA
Mitomycin C,YM155,0.539779356,0.162079511,2.5297E-129
GDC0941,NVP-BHG712,0.539721949,0.354098361,2.1036E-135
KIN001-260,LFM-A13,0.539714844,0.214634146,NA
Nutlin-3a,PD-0332991,0.539691075,0.220496894,6.2706E-132
AZ628,QL-XI-92,0.539664096,NA,8.4863E-133
BMS-345541,Vinorelbine,0.539635744,0.183098592,6.45759E-66
KU-55933,LY317615,0.539633614,0.2,3.61805E-74
OSI-906,PAC-1,0.539590824,0.163090129,1.8485E-85
PD-0325901,Sunitinib,0.539557972,0.21484375,0.9
LY317615,Sorafenib,0.539528301,0.25203252,0.9
AS601245,WZ-1-84,0.539507189,0.22519084,NA
GW 441756,PD-0332991,0.539447586,0.393129771,1.45963E-71
BI-2536,JW-7-52-1,0.539403851,0.308823529,8.39216E-90
AZD6482,CH5424802,0.539403782,0.300675676,2.3068E-132
WH-4-023,YM155,0.539393509,0.180921053,3.00852E-80
BMS-754807,STF-62247,0.539375153,0.199335548,4.35109E-68
JQ1,KIN001-244,0.539362791,0.204359673,1.36586E-84
CMK,YK 4-279,0.539313088,0.211805556,NA
Pazopanib,XL-184,0.539239034,0.199074074,0.9
LAQ824,TAK-715,0.539215409,0.217741935,3.61805E-74
(5Z)-7-Oxozeaenol,GDC0941,0.539170607,0.136518771,7.26706E-73
A-770041,LY317615,0.53915091,0.327217125,5.36967E-72
GSK269962A,Shikonin,0.53912011,0.156462585,2.56718E-96
Doxorubicin,Temsirolimus,0.539104733,0.247232472,0.9
KU-55933,SB52334,0.539093991,0.140684411,NA
Etoposide,HG-6-64-1,0.539067639,0.198555957,5.9546E-112
BMS-708163,KIN001-236,0.539056361,NA,NA
NSC-207895,SB52334,0.539042823,0.169811321,NA
KIN001-236,MG-132,0.538995821,NA,NA
FH535,XMD8-92,0.538965884,0.144,4.6334E-131
NSC-87877,Sunitinib,0.538946554,0.271028037,1.97539E-72
CUDC-101,S-Trityl-L-cysteine,0.53892558,0.163043478,1.45963E-71
AUY922,QL-X-138,0.538916074,0.207612457,8.73939E-67
Dasatinib,PLX4720,0.53890829,0.223333333,0.9
I-BET,SB-505124,0.538889103,0.224913495,1.18275E-67
BI-2536,Mitomycin C,0.53877695,0.231270358,1.7045E-131
Thapsigargin,THZ-2-49,0.538745238,NA,2.1906E-112
BI-2536,JNK Inhibitor VIII,0.53872318,0.349809886,3.00852E-80
FMK,GSK269962A,0.538709933,0.319875776,4.46503E-78
KIN001-266,OSI-930,0.538685717,0.256603774,4.0122E-114
ABT-869,GSK1070916,0.538675613,0.341121495,6.45759E-66
FH535,SGC0946,0.538649459,0.127147766,1.5773E-101
AKT inhibitor VIII,CP724714,0.538585004,0.274509804,1.7045E-131
LY317615,THZ-2-102-1,0.538570007,NA,6.1106E-122
HG-5-88-01,PD-173074,0.53855929,NA,8.4863E-133
TPCA-1,Y-39983,0.538536129,0.203125,6.2706E-132
JW-7-52-1,KIN001-135,0.53852036,0.224025974,NA
Dasatinib,PIK-93,0.538506488,0.337979094,2.37561E-66
5-Fluorouracil,VX-702,0.538441441,0.114427861,6.45759E-66
681640,HG-6-64-1,0.538431957,0.339285714,1.60068E-68
LY317615,Tipifarnib,0.538424258,0.287356322,1.97539E-72
AT-7519,Sunitinib,0.538305938,0.243243243,2.37561E-66
BI-2536,EHT 1864,0.538286731,0.224489796,4.35109E-68
Etoposide,Paclitaxel,0.538244742,0.381742739,0.9
JW-7-52-1,MLN4924,0.538210507,0.241134752,2.1347E-102
CAY10603,I-BET,0.538169566,0.242320819,4.6334E-131
GW 441756,PF-562271,0.538156581,0.27972028,0.9
Docetaxel,HG-6-64-1,0.538115457,0.223776224,1.3116E-107
CUDC-101,Gefitinib,0.538088455,0.608695652,0.9
AZD-0530,EHT 1864,0.538039391,0.257352941,2.6734E-73
CP724714,XAV 939,0.538027856,0.186813187,2.1906E-112
Etoposide,VX-11e,0.537998557,0.163987138,5.9546E-112
LY317615,XMD15-27,0.537960235,NA,NA
Nutlin-3a,Tubastatin A,0.53793864,0.239285714,4.8965E-75
HG-5-88-01,XMD13-2,0.537934154,NA,NA
TL-2-105,VX-702,0.537875991,NA,NA
BI-2536,Z-LLNle-CHO,0.537851757,0.256637168,3.8528E-137
Genentech Cpd 10,KU-55933,0.537840525,NA,1.0206E-126
Roscovitine,SGC0946,0.537743193,0.347826087,3.61805E-74
CCT007093,rTRAIL,0.537734856,NA,NA
Sorafenib,TL-2-105,0.537733524,NA,NA
Pyrimethamine,TL-2-105,0.537693473,NA,NA
Shikonin,YM155,0.537650841,0.193675889,2.74341E-83
AZ628,Crizotinib,0.537649477,0.173285199,0.9
HG-5-113-01,JQ1,0.53755944,NA,1.7045E-131
EKB-569,PXD101; Belinostat,0.537536522,0.187793427,1.07853E-70
PHA-665752,ZG-10,0.537533797,0.295081967,NA
JQ12,JW-7-24-1,0.537517746,NA,2.02712E-82
17-AAG,Lenalidomide,0.537507862,0.213636364,4.46503E-78
CH5424802,JQ1,0.537404902,0.227920228,6.45759E-66
CAL-101,QL-XII-47,0.537404852,0.248427673,2.3068E-132
Masitinib,UNC1215,0.537357799,0.272300469,1.0473E-136
Bexarotene,XMD15-27,0.537297942,NA,NA
BMS-536924,STF-62247,0.537227694,0.155555556,4.35109E-68
HG-6-64-1,WH-4-023,0.537215937,0.3,6.2706E-132
Camptothecin,ZM-447439,0.537208235,0.235294118,2.6734E-73
SL 0101-1,YM155,0.53720672,0.172619048,1.03567E-93
JW-7-24-1,Rapamycin,0.537175012,NA,2.37561E-66
CH5424802,GSK1070916,0.537164286,0.265232975,1.07853E-70
GNF-2,HG-5-88-01,0.537154322,NA,8.4863E-133
AZD8055,FH535,0.537147823,0.133333333,2.22301E-79
AS601245,GW 441756,0.537076288,0.258687259,NA
GSK-650394,JW-7-52-1,0.537061484,0.279816514,2.3068E-132
NVP-BEZ235,Thapsigargin,0.537053044,0.105527638,7.96929E-70
Genentech Cpd 10,Vismodegib,0.537050803,NA,2.08021E-92
FR-180204,KU-55933,0.53688584,0.131386861,1.7045E-131
RO-3306,VX-680,0.536875166,0.196551724,1.9976E-115
AZD-0530,EKB-569,0.536817868,0.337398374,0.9
Bosutinib,Methotrexate,0.536772613,0.253846154,6.45759E-66
Pyrimethamine,SGC0946,0.536755669,0.196363636,7.1611E-106
EHT 1864,Imatinib,0.536732069,0.214285714,6.45759E-66
KIN001-266,PD-0332991,0.536721832,0.281045752,6.20101E-89
Thapsigargin,XL-880,0.536648502,0.126168224,4.07158E-81
Bortezomib,GSK429286A,0.53663939,0.258333333,6.45759E-66
JNK-9L,QL-VIII-58,0.536621029,NA,NA
AZD6482,OSI-906,0.536555188,0.188498403,8.4863E-133
A-770041,DMOG,0.536542205,0.071684588,1.5543E-134
Embelin,Nilotinib,0.536526818,0.072649573,6.45759E-66
JNK-9L,XMD14-99,0.536503779,NA,NA
BMS-509744,Cetuximab,0.536493732,0.181034483,4.07158E-81
KIN001-055,NPK76-II-72-1,0.536483929,NA,1.7045E-131
GSK2126458,TL-2-105,0.536469258,NA,NA
Embelin,NVP-BEZ235,0.536466361,0.065868263,2.37561E-66
Dabrafenib,OSU-03012,0.536422847,0.189602446,1.13576E-90
Camptothecin,Gemcitabine,0.536399112,0.212765957,6.45759E-66
NSC-87877,XMD13-2,0.536367599,NA,NA
BAY 61-3606,Cyclopamine,0.536346608,0.12145749,6.2706E-132
Rapamycin,Thapsigargin,0.536343023,0.02919708,0.9
PIK-93,Sunitinib,0.53627238,0.166666667,2.93174E-70
BIX02189,XMD13-2,0.536269765,NA,NA
AS601245,NPK76-II-72-1,0.536246319,NA,NA
Elesclomol,Genentech Cpd 10,0.536232021,NA,8.4863E-133
TG101348,YM155,0.53616909,0.17,8.96826E-77
KIN001-266,Phenformin,0.536114488,0.113744076,4.58196E-88
FK866,NG-25,0.536101796,0.266666667,1.7045E-131
LFM-A13,Midostaurin,0.53606873,0.152263374,2.93174E-70
A-443654,HG-6-64-1,0.535961514,0.288065844,6.04277E-79
PLX4720,TW 37,0.535957389,0.207627119,0.9
AMG-706,SB52334,0.535874724,0.247663551,NA
TGX221,ZSTK474,0.535807454,0.165441176,0.9
LY317615,SB590885,0.53573655,0.237931034,6.2706E-132
AZD6482,QL-XII-47,0.535725337,0.263492063,2.50167E-86
17-AAG,ZG-10,0.535648337,0.163043478,NA
Axitinib,CP466722,0.535541557,0.204225352,8.4863E-133
AZD6244,Vinorelbine,0.535512226,0.224747475,0.9
Nutlin-3a,VX-11e,0.535487802,0.237341772,1.0206E-126
Cyclopamine,QL-VIII-58,0.535456596,NA,2.22301E-79
EX-527,Thapsigargin,0.535412312,0.112820513,9.20312E-87
BX-912,EHT 1864,0.535407622,0.154121864,6.80024E-86
Gemcitabine,XL-184,0.53540162,0.182648402,0.9
Cytarabine,Epothilone B,0.53534273,0.165217391,NA
17-AAG,SB52334,0.535336571,0.111940299,NA
NVP-BHG712,YM155,0.535327234,0.215384615,2.93174E-70
NPK76-II-72-1,Rapamycin,0.535235893,NA,2.02712E-82
QL-XII-61,S-Trityl-L-cysteine,0.535234907,NA,1.64259E-78
Docetaxel,Thapsigargin,0.535211016,0.5,1.60068E-68
AZ628,BMS-536924,0.535192114,0.275193798,1.80132E-75
Gefitinib,Masitinib,0.535159761,0.21969697,1.60068E-68
BX-795,PI-103,0.535070309,0.256944444,8.73939E-67
PD-173074,SGC0946,0.535066967,0.350515464,4.8251E-108
rTRAIL,Tipifarnib,0.534995808,NA,NA
Cisplatin,RO-3306,0.534961593,0.005714286,2.37561E-66
AZD6482,I-BET,0.534925791,0.25443787,2.43783E-76
A-770041,ZG-10,0.534793905,0.343042071,NA
AV-951,GSK690693,0.534723403,0.219135802,7.96929E-70
CP724714,Imatinib,0.534681695,0.313807531,3.21504E-67
RO-3306,S-Trityl-L-cysteine,0.534667777,0.178217822,1.1485E-133
NG-25,RO-3306,0.534588776,0.25390625,3.9098E-104
GW-2580,QL-XII-47,0.534568603,0.222689076,4.6334E-131
BX-912,Elesclomol,0.534534623,0.135,2.81526E-93
Mitomycin C,Thapsigargin,0.534527204,0.30733945,1.49785E-81
Gemcitabine,MG-132,0.534478393,0.199004975,6.45759E-66
KIN001-244,QL-XII-47,0.534421562,0.256140351,2.08021E-92
GSK-1904529A,MS-275,0.534402405,0.24375,2.3068E-132
CGP-082996,NSC-207895,0.534285696,0.248780488,2.3068E-132
CH5424802,SL 0101-1,0.534271037,0.164556962,1.07853E-70
SN-38,STF-62247,0.534247469,0.130057803,8.4863E-133
Dabrafenib,DMOG,0.534239879,0.044609665,1.03567E-93
CEP-701,JW-7-24-1,0.534230404,NA,1.18275E-67
PF-562271,T0901317,0.534228952,0.270491803,1.60068E-68
KIN001-102,QL-VIII-58,0.534217913,NA,3.96768E-71
KIN001-102,NU-7441,0.534217317,0.199288256,2.9646E-113
Vinblastine,XMD13-2,0.534217039,NA,NA
BX-912,Dabrafenib,0.534145784,0.226006192,1.60068E-68
BMS-708163,Embelin,0.534126139,0.076576577,1.07853E-70
CUDC-101,Vismodegib,0.534123853,0.234782609,1.07853E-70
681640,TGX221,0.534120751,0.163120567,0.9
BMS-536924,CGP-082996,0.534093044,0.210909091,1.97539E-72
LY317615,PF-4708671,0.534090122,0.280172414,9.83489E-74
FK866,SB-715992,0.53405695,0.277777778,2.596E-139
Axitinib,BIRB 0796,0.534046177,0.233463035,0.9
BMS-754807,LY317615,0.533981699,0.234421365,0.9
Salubrinal,Zibotentan; ZD4054,0.533979996,0.159010601,4.6334E-131
AZ628,WH-4-023,0.533934778,0.243801653,4.6334E-131
GSK-650394,Ruxolitinib,0.533931556,0.294416244,5.88856E-69
LFM-A13,MS-275,0.533893445,0.225609756,3.4743E-97
JQ1,NVP-TAE684,0.533777459,0.207756233,6.45759E-66
GSK269962A,IPA-3,0.533757521,0.096385542,1.21372E-77
KIN001-102,Tamoxifen,0.533742951,0.15942029,6.45759E-66
YK 4-279,ZSTK474,0.533679772,0.167381974,NA
CAL-101,GW-2580,0.533664837,0.214814815,7.96929E-70
Cetuximab,Cyclopamine,0.533631818,0.281879195,6.45759E-66
AT-7519,PLX4720,0.53358555,0.216101695,0.9
KIN001-236,Nutlin-3a,0.533496039,NA,NA
CAL-101,VX-11e,0.533459309,0.297213622,3.00852E-80
CGP-082996,CGP-60474,0.533401964,0.411764706,1.24551E-87
JNK Inhibitor VIII,LY317615,0.533389697,0.262172285,7.26706E-73
Axitinib,PHA-793887,0.533357726,0.21399177,3.21504E-67
Docetaxel,LFM-A13,0.53329723,0.154867257,6.45759E-66
Olaparib,PI-103,0.533245323,0.172043011,0.9
RDEA119,rTRAIL,0.533187725,NA,NA
SB-505124,Y-39983,0.533182561,0.216080402,1.40163E-94
Axitinib,Crizotinib,0.53310292,0.242424242,0.9
Bortezomib,SN-38,0.533062732,0.262345679,3.96768E-71
KIN001-055,PF-562271,0.533040157,0.271604938,0.9
PD-173074,TAK-715,0.532983092,0.310218978,2.37561E-66
Embelin,KIN001-270,0.532910178,0.054794521,1.97539E-72
LY317615,QL-XII-47,0.532904534,0.406374502,1.60068E-68
PI-103,SB590885,0.532868425,0.189102564,6.45759E-66
KU-55933,WZ-1-84,0.532867005,0.164874552,3.96768E-71
AMG-706,Lenalidomide,0.532850628,0.275675676,2.81526E-93
FK866,NU-7441,0.532715596,0.204444444,8.4863E-133
Lapatinib,OSI-027,0.53268584,0.179487179,0.9
CAY10603,JW-7-24-1,0.532672799,NA,1.97539E-72
Bosutinib,MLN4924,0.532619672,0.221818182,1.03567E-93
AS601245,GDC0941,0.532586539,0.29209622,NA
Etoposide,piperlongumine,0.532566326,0.237623762,1.64259E-78
Bexarotene,LAQ824,0.532562768,0.255172414,3.38564E-87
EKB-569,KIN001-260,0.532479537,0.197026022,NA
JW-7-24-1,XMD8-92,0.532448143,NA,1.8485E-85
Camptothecin,Cyclopamine,0.532311433,0.254545455,4.2251E-134
A-770041,Imatinib,0.532291407,0.360655738,0.9
BMS-536924,Obatoclax Mesylate,0.532267969,0.24382716,4.35109E-68
Bortezomib,Crizotinib,0.532259217,0.22556391,0.9
AZ628,Docetaxel,0.532233319,0.247011952,4.8965E-75
piperlongumine,QS11,0.532229963,0.286486486,1.33101E-74
AR-42,Erlotinib,0.532177224,0.214285714,0.9
CX-5461,RO-3306,0.531970562,0.235449735,5.2914E-105
IOX2,Vinorelbine,0.531936928,0.252777778,6.45759E-66
KIN001-135,VNLG/124,0.531870834,0.205426357,NA
LFM-A13,PAC-1,0.531745939,0.149425287,6.2706E-132
AKT inhibitor VIII,GSK429286A,0.531710651,0.29296875,1.13576E-90
Gefitinib,GSK429286A,0.531705242,0.272357724,1.60068E-68
KIN001-102,Nilotinib,0.531630256,0.38996139,2.93174E-70
Bicalutamide,MP470,0.531552899,0.182170543,6.6267E-76
Gefitinib,GSK2126458,0.531536349,0.25,0.9
KIN001-236,Trametinib,0.531515096,NA,NA
Lapatinib,RO-3306,0.531495172,0.245847176,2.74341E-83
KIN001-270,NSC-207895,0.531427761,0.201646091,3.1219E-133
GDC0941,RO-3306,0.531397722,0.275747508,1.1192E-123
KIN001-135,ZG-10,0.531381493,0.2,NA
GNF-2,XMD15-27,0.531335084,NA,NA
AZD7762,FH535,0.531266731,0.14893617,1.45963E-71
Crizotinib,NSC-207895,0.531261759,0.154135338,4.35109E-68
I-BET,XMD8-92,0.531261749,0.277777778,1.18275E-67
PD-0332991,Vinorelbine,0.531227907,0.281094527,1.18275E-67
MG-132,OSI-906,0.531131685,0.150234742,8.73939E-67
BI-2536,PIK-93,0.531093096,0.197368421,3.2511E-110
KIN001-055,rTRAIL,0.531079173,NA,NA
GW-2580,Imatinib,0.531045355,0.210045662,0.9
KIN001-266,PHA-665752,0.53104287,0.269230769,8.4863E-133
BMS-509744,Etoposide,0.531036302,0.185314685,3.1219E-133
Axitinib,Temozolomide,0.531035627,0.141762452,5.51029E-82
GDC0941,MK-2206,0.530998739,0.224657534,1.36586E-84
AZD8055,Bortezomib,0.530995428,0.16730038,0.9
AUY922,Elesclomol,0.530894319,0.168067227,0.9
BMN-673,YM155,0.530854334,0.204301075,1.60068E-68
Bicalutamide,YM201636,0.530807371,0.234265734,5.718E-135
Bosutinib,TPCA-1,0.530778732,0.170731707,4.6334E-131
AC220,XMD13-2,0.530768914,NA,NA
BX-912,NSC-87877,0.530695544,0.209150327,1.60068E-68
Mitomycin C,Roscovitine,0.530686489,0.156794425,6.2706E-132
Cyclopamine,KIN001-266,0.530620932,0.163934426,1.0473E-136
Genentech Cpd 10,VX-11e,0.530597765,NA,2.6344E-106
NVP-TAE684,Paclitaxel,0.53055655,0.15,8.73939E-67
AICAR,BMS-345541,0.530533384,0.183266932,3.7128E-84
AS605240,BMS-536924,0.530469679,0.201550388,6.20101E-89
AUY922,AV-951,0.530357237,0.158415842,0.9
GNF-2,rTRAIL,0.530290028,NA,NA
LFM-A13,OSI-930,0.530274715,0.2,2.37561E-66
Dabrafenib,GSK690693,0.530265289,0.23989899,5.51029E-82
BMS-536924,ZM-447439,0.530232407,0.250909091,0.9
Epothilone B,KIN001-135,0.530228404,0.152542373,NA
Pyrimethamine,WZ3105,0.530217566,NA,1.5147E-124
AKT inhibitor VIII,Embelin,0.530186508,0.07804878,9.83489E-74
AMG-706,Tamoxifen,0.530169988,0.172222222,2.37561E-66
ABT-869,AP-24534,0.530165502,0.290178571,0.9
FTI-277,Gefitinib,0.530132654,0.207792208,5.88856E-69
AC220,QL-XII-47,0.530104374,0.287925697,4.35109E-68
Lenalidomide,OSU-03012,0.530044066,0.23,2.56718E-96
AKT inhibitor VIII,rTRAIL,0.530006204,NA,NA
AUY922,NPK76-II-72-1,0.529988112,NA,6.97832E-96
THZ-2-102-1,YM155,0.529982236,NA,7.26706E-73
CP724714,Doxorubicin,0.529980368,0.209059233,0.9
PFI-1,Sunitinib,0.529962226,0.212686567,3.00852E-80
FK866,Vismodegib,0.529961449,0.27173913,3.8528E-137
OSI-906,QL-VIII-58,0.529956245,NA,5.2914E-105
FMK,THZ-2-102-1,0.529940237,NA,7.26706E-73
Bosutinib,UNC0638,0.529937689,0.433333333,4.6334E-131
OSI-906,TAK-715,0.529928528,0.324427481,1.476E-114
FH535,PIK-93,0.529860046,0.274418605,2.3068E-132
PF-562271,Y-39983,0.529858172,0.359090909,0.9
Cisplatin,Cyclopamine,0.529844553,0.010204082,6.45759E-66
KIN001-135,XMD14-99,0.529820455,NA,NA
Masitinib,XL-184,0.529787846,0.234782609,0.9
LY317615,PAC-1,0.529787499,0.213389121,5.88856E-69
SB590885,UNC1215,0.52968105,0.220779221,2.9214E-146
XMD15-27,XMD8-85,0.529627002,NA,NA
GDC0941,Temozolomide,0.529615421,0.166666667,4.35109E-68
GSK1070916,OSU-03012,0.529585714,0.355102041,3.21504E-67
XMD8-85,YK 4-279,0.529529944,0.255725191,NA
JW-7-52-1,Lenalidomide,0.529512862,0.255924171,6.2706E-132
(5Z)-7-Oxozeaenol,I-BET,0.529499305,0.201465201,1.18275E-67
CGP-60474,VX-702,0.529464224,0.322580645,2.37561E-66
Obatoclax Mesylate,UNC1215,0.529453091,0.15530303,1.0473E-136
RO-3306,SL 0101-1,0.529416421,0.210355987,3.00852E-80
17-AAG,SB-505124,0.529367139,0.129032258,6.45759E-66
MG-132,YM201636,0.529343106,0.153846154,2.74341E-83
BAY 61-3606,I-BET,0.529297486,0.228571429,1.45963E-71
Vorinostat,YM155,0.529256253,0.105263158,2.37561E-66
Camptothecin,SN-38,0.529221829,0.912087912,0.9
LAQ824,SNX-2112,0.529188004,0.220149254,1.7045E-131
CI-1040,DMOG,0.529167522,0.115646259,2.74341E-83
17-AAG,XMD13-2,0.529166811,NA,NA
AKT inhibitor VIII,QS11,0.529150673,0.267206478,1.36586E-84
Sunitinib,TPCA-1,0.529105904,0.223880597,8.73939E-67
GSK690693,Ruxolitinib,0.529091676,0.25483871,2.37561E-66
JNJ-26854165,LY317615,0.529066341,0.331632653,4.07158E-81
BMS-536924,BX-912,0.529034966,0.248201439,0.9
AP-24534,VX-11e,0.529015148,0.3,0.9
Cetuximab,piperlongumine,0.528923372,0.217105263,7.96929E-70
GSK690693,VX-702,0.528922089,0.213017751,2.37561E-66
BMS-509744,SGC0946,0.528916933,0.197640118,2.3068E-132
MP470,Trametinib,0.528882786,0.179153094,0.9
AICAR,VX-702,0.528874827,0.170568562,1.03567E-93
Cyclopamine,QL-X-138,0.528859473,0.142180095,1.7045E-131
JW-7-24-1,Ruxolitinib,0.52883773,NA,4.8965E-75
Cyclopamine,XMD14-99,0.528831952,NA,6.45759E-66
Bortezomib,Epothilone B,0.52879207,0.157894737,NA
MG-132,Salubrinal,0.528782261,0.161290323,0.9
AV-951,Trametinib,0.528767707,0.176678445,0.9
GSK269962A,PIK-93,0.528734566,0.167630058,8.73939E-67
ABT-888,VX-702,0.528729576,0.260465116,9.6915E-107
Paclitaxel,QL-X-138,0.528712417,0.177777778,2.37561E-66
JQ1,LY317615,0.528705674,0.1875,6.45759E-66
PFI-1,RO-3306,0.52870401,0.203921569,3.4236E-130
AS601245,HG-5-113-01,0.528680238,NA,NA
17-AAG,JQ1,0.528670635,0.184065934,5.88856E-69
5-Fluorouracil,ZG-10,0.52865812,0.113402062,NA
CAY10603,S-Trityl-L-cysteine,0.528651087,0.186170213,1.45963E-71
Cyclopamine,MS-275,0.528615047,0.144385027,3.1219E-133
LFM-A13,Vinblastine,0.528536515,0.169753086,3.1219E-133
HG-6-64-1,ZSTK474,0.528489115,0.209205021,0.9
NSC-207895,THZ-2-49,0.528459377,NA,3.1219E-133
AZ628,UNC0638,0.528440208,0.1875,1.7045E-131
JNJ-26854165,Mitomycin C,0.528412388,0.1,4.7547E-141
CGP-60474,JNJ-26854165,0.528369899,0.298780488,4.8965E-75
LAQ824,RO-3306,0.528357413,0.355769231,7.26706E-73
BMS-509744,KIN001-135,0.528302389,0.237341772,NA
Dabrafenib,Y-39983,0.528301123,0.174216028,5.02473E-85
Cetuximab,FMK,0.528202143,0.189300412,6.45759E-66
SB52334,VX-702,0.528174259,0.296460177,NA
Cisplatin,Shikonin,0.528160696,0.009009009,0.9
Pazopanib,XMD15-27,0.528155807,NA,NA
BI-2536,PAC-1,0.528086363,0.246963563,5.51029E-82
RO-3306,SB52334,0.52807261,0.192156863,NA
AZD6244,TGX221,0.52798235,0.157894737,0.9
Sorafenib,XMD15-27,0.527954404,NA,NA
GSK-1904529A,OSU-03012,0.527950082,0.249266862,5.718E-135
BMS-754807,OSI-906,0.527923113,0.276527331,0.9
CP466722,SL 0101-1,0.527885674,0.157142857,4.58196E-88
BIRB 0796,PLX4720,0.527816084,0.171328671,0.9
OSI-906,SL 0101-1,0.527789418,0.148867314,2.6734E-73
17-AAG,Gefitinib,0.527753986,0.137681159,1.68561E-88
Midostaurin,piperlongumine,0.527694752,0.166666667,8.73939E-67
AR-42,MP470,0.527689259,0.20657277,4.35109E-68
MG-132,Vinorelbine,0.527676512,0.165217391,6.45759E-66
BMS-536924,Pazopanib,0.527639465,0.194444444,0.9
Nilotinib,NSC-207895,0.527619748,0.177358491,1.97539E-72
A-770041,Etoposide,0.52761968,0.192634561,1.97539E-72
LY317615,MP470,0.527613652,0.216027875,1.80132E-75
ABT-263,KIN001-236,0.52760137,NA,NA
AKT inhibitor VIII,Bosutinib,0.527600575,0.258964143,2.93174E-70
JNK-9L,SN-38,0.527591722,0.18814433,NA
Gefitinib,QL-XI-92,0.527591568,NA,1.21372E-77
GSK429286A,Lapatinib,0.52755266,0.234899329,2.16628E-69
AZD7762,MG-132,0.52752804,0.226415094,5.88856E-69
Bortezomib,Tamoxifen,0.527493009,0.198863636,0.9
SN-38,UNC1215,0.527485547,0.198051948,4.7547E-141
PHA-793887,RO-3306,0.527441864,0.170212766,0.9
CAL-101,MS-275,0.527339986,0.264150943,7.45737E-83
BIRB 0796,PXD101; Belinostat,0.527322238,0.131147541,6.45759E-66
AUY922,Z-LLNle-CHO,0.527296797,0.173913043,2.02712E-82
